,sentences,target
733,"From: rouben@math9.math.umbc.edu (Rouben Rostamian)
Subject: Re: Sunrise/ sunset times
Organization: University of Maryland, Baltimore County Campus
Lines: 60
NNTP-Posting-Host: math9.math.umbc.edu

In article <1993Apr21.141824.23536@cbis.ece.drexel.edu> jpw@cbis.ece.drexel.edu (Joseph Wetstein) writes:
>
>Hello. I am looking for a program (or algorithm) that can be used
>to compute sunrise and sunset times.

Here is a computation I did a long time ago that computes the length
of the daylight.  You should be able to convert the information here
to sunrise and sunset times.

--
Rouben Rostamian                          Telephone: 410-455-2458
Department of Mathematics and Statistics  e-mail:
University of Maryland Baltimore County   bitnet: rostamian@umbc.bitnet
Baltimore, MD 21228, USA                  internet: rouben@math.umbc.edu
======================================================================
Definitions:

z = the tilt of the axis of the planet away from the normal to its
orbital plane.  In case of the Earth z is about 23.5 degrees, I think.
I do not recall the exact value.  In case of Uranus, z is almost
90 degrees.

u = latitude of the location where the length of the day is measured.
Paris is at about 45 degrees.  North pole is at 90.

a = angular position of the planet around the sun.  As a goes from
0 to 360 degrees, the planet makes a full circle around the sun.
The spring equinox occurs at a=0.

L = daylight fraction = (duration of daylight)/(duration of a full day).
On the equator (u=0) L is always 1/2.  Near the north pole (u=90 degrees)
L is sometimes one and sometimes zero, depending on the time of the year.

Computation:
Define the auxiliary angles p and q by:
sin p = sin a sin z
cos q = h ( tan u tan p ),       (0 < q < 180 degrees)

Conclusion:
L = q / 180   (if q is measured in degrees)
L = q / pi    (if q is measured in radians)

Wait!  But what is h?
The cutoff function h is defined as follows:

h (s) = s    if  |s| < 1
      = 1    if   s > 1
      = -1   if   s < 1

As an interesting exercise, plot L versus a.   The graph will shows
how the length of the daylight varies with the time of the year.
Experiment with various choices of latitudes and tilt angles.
Compare the behavior of the function at locations above and below
the arctic circle.

--
Rouben Rostamian                          Telephone: 410-455-2458
Department of Mathematics and Statistics  e-mail:
University of Maryland Baltimore County   bitnet: rostamian@umbc.bitnet
Baltimore, MD 21228, USA                  internet: rouben@math.umbc.edu
",1
734,"From: jennise@opus.dgi.com (Milady Printcap the goddess of peripherals)
Subject: Looking for a little research help
Organization: Dynamic Graphics Inc.
Lines: 19
Distribution: usa
NNTP-Posting-Host: opus.dgi.com


Hi,
  
  I'm writing a science fiction script and I'm looking for some
answers to questions regarding the Moon and Earth. My starting point
is an impossible situation.  [I checked with a professor at berkeley
and his response was a VERY helpful ""can't happen"".] If you enjoy
playing with unusual ideas and are willing answer some questions
please contact me via e-mail (jennise@dgi.com).

  I get extremely annoyed when screen and tele-plays ignore basic
facts about computers that I'm determined to be as scientifically
accurate as I can.


  Sorry for being vague, but I'd like to protect my idea as much as I
can until I'm ready to sell it (hopefully).

Jennise
",1
735,"From: ghasting@vdoe386.vak12ed.edu (George Hastings)
Subject: Re: Soviet space book
Organization: Virginia's Public Education Network (Richmond)
Lines: 13

     I have received my copies of Cosmonautics 1990 and
Cosmonautics 1991, as well as Soviet Space 1990 and Space
Station [MIR] Handbook from Aerospace Ambassadors with no
problem.
     I'm getting ready to FAX them some material in Huntsville,
and I'll include a printout of your inquiry.
 ____________________________________________________________
| George Hastings		ghasting@vdoe386.vak12ed.edu |  
| Space Science Teacher		72407.22@compuserve.com      |  If it's not
| Mathematics & Science Center 	STAREACH BBS: 804-343-6533   |   FUN, it's
| 2304 Hartman Street		OFFICE:       804-343-6525   |  probably not
| Richmond, VA 23223		FAX:          804-343-6529   |    SCIENCE!
 ------------------------------------------------------------
",1
736,"From: prb@access.digex.com (Pat)
Subject: Re: Eco-Freaks forcing Space Mining.
Organization: Express Access Online Communications USA
Lines: 25
NNTP-Posting-Host: access.digex.net

In article <1993Apr23.001718.1@aurora.alaska.edu> nsmca@aurora.alaska.edu writes:
>In article <1r6b7v$ec5@access.digex.net>, prb@access.digex.com (Pat) writes:
>>  Besides this was the same line of horse puckey the mining companies claimed
>> when they were told to pay for  restoring land  after strip mining.
>===
>I aint talking the large or even the ""mining companies"" I am talking the small
>miners, the people who have themselves and a few employees (if at all).The
>people who go out every year and set up thier sluice box, and such and do
>mining the semi-old fashion way.. (okay they use modern methods toa point).


Lot's of these small miners  are no longer miners.  THey are people living
rent free on Federal land,  under the claim of being a miner.  The facts are
many of these people do not sustaint heir income from mining,  do not
often even live their full time,  and do fotentimes do a fair bit
of environmental damage.

These minign statutes were created inthe 1830's-1870's  when the west was
uninhabited  and were designed to bring people into the frontier.  Times change
people change.  DEAL.  you don't have a constitutional right to live off
the same industry forever.  Anyone who claims the have a right to their
job in particular,  is spouting nonsense.   THis has been a long term
federal welfare program,  that has outlived it's usefulness.

pat
",1
737,"From: turner@bigbang.astro.indiana.edu (George Wm Turner)
Subject: moon image in weather sat image
Lines: 14
Nntp-Posting-Host: bigbang.astro.indiana.edu
Reply-To: turner@bigbang.astro.indiana.edu (George Wm Turner)
Organization: Astronomy / Indiana University / Home of RoboScope



an image of the moon has been caught in a weather satellite images of the earth.
it appears in both the 0430-1500UT ir and visual images of the earth.
the GIF images can be down loaded from vmd.cso.uiuc.edu and are named
CI043015.GIF and CV043015.GIF for the IR and visual images respectively.

pretty cool pictures;  in the ir it's saturated but in the visual image
details on the moon are viewable.

the moon is not in the 1400UT images.


 george wm turner            turner@bigbang.astro.indiana.edu   
",1
738,"From: hathaway@stsci.edu
Subject: Re: Vandalizing the sky.
Lines: 81
Organization: Space Telescope Science Institute
Distribution: na

>Newsgroups: sci.astro,sci.space
>Subject: Re: Vandalizing the sky.
>

My apologies if this is a re-post - I submitted it on Friday, but 
got a message that my post might not have gone out.  Considering 
the confusing spitting contest over 'rights', (there are TOO 
inalienable rights damn it!  The majority can be just as destructive 
of liberty as a despot), I suspect that my post did not get out 
of my site.    (I ain't saying that dark skies are included in these 
rights, although we can only preserve any rights by exercising them.) 



Anyway, here are my thoughts on this: 


I'd like to add that some of the ""protests"" do not come from a strictly 
practical consideration of what pollution levels are acceptable for 
research activities by professional astronomers.  Some of what I 
would complain about is rooted in aesthetics.  Many readers may 
never have known a time where the heavens were pristine - sacred - 
unsullied by the actions of humans.  The space between the stars 
as profoundly black as an abyss can be.  With full horizons and 
a pure sky one could look out upon half of all creation at a time 
- none of which had any connection with the petty matters of man. 
Any lights were supplied solely by nature; uncorruptable by men.  
Whole religions were based on mortal man somehow getting up there 
and becoming immortal as the stars, whether by apotheosis or a belief 
in an afterlife.  

The Space Age changed all that.  The effect of the first Sputniks 
and Echo, etc. on this view could only happen once.  To see a light 
crossing the night sky and know it was put there by us puny people 
is still impressive and the sense of size one gets by assimilating 
the scales involved is also awesome - even if the few hundreds or 
thousands of miles involved is still dwarfed by the rest of the universe.  
But there is still a hunger for the pure beauty of a virgin sky. 

Yes, I know aircraft are almost always in sight.  I have to live 
in a very populated area (6 miles from an international airport 
currently) where light pollution on the ground is ghastly.  The 
impact of humans is so extreme here - virtually no place exists 
that has not been shaped, sculpted, modified, trashed or whipped 
into shape by the hands of man.  In some places the only life 
forms larger than bacteria are humans, cockroaches, and squirrels 
(or rats).  I visited some friends up in the Appalacian mountains 
one weekend, ""getting away from it all"" (paved roads, indoor plumbing, 
malls, ...) and it felt good for a while - then I quickly noticed 
the hollow was directly under the main flight path into Dulles - 60-80 
miles to the east.  (Their 'security light' didn't help matters 
much either.)  But I've heard the artic wilderness gets lots of 
high air traffic.  So I know the skies are rarely perfect. 

But there is still this desire to see a place that man hasn't 
fouled in some way.  (I mean they've been TRYING this forever - 
like, concerning Tesla's idea to banish night, - wow!)  I don't watch 
commercial television, but I can imagine just how disgusting beer, 
truck, or hemmorrhoid ointment advertisements would be if seen up so high.  
If ya' gotta make a buck on it (displaying products in heaven), at 
least consider the reactions from those for whom the sky is a last
beautiful refuge from the baseness of modern life.  

To be open about this though, I have here my listing of the passage 
of HST in the evening sky for this weekend - tonight Friday at 
8:25 p.m. EDT it will reach an altitude of 20.1 degrees on the 
local meridian from Baltimore vicinity.  I'll be trying to see it 
if I can - it _is_ my mealticket after all.  So I suppose I could 
be called an elitist for supporting this intrusion on the night sky 
while complaining about billboards proposed by others.  Be that 
as it may, I think my point about a desire for beauty is valid, 
even if it can't ever be perfectly achieved. 

Regards, 
Wm. Hathaway 
Baltimore MD 


(P.S. added Tuesday - this again is not a rights/vs./reality tome, 
just a warning that someone into destroying beauty had better know 
that other people may not accept it without a complaint.)  
",1
739,"From: hahietanen@tnclus.tele.nokia.fi
Subject: TPS will stay on the top...
Lines: 23
Nntp-Posting-Host: tne01.tele.nokia.fi
Organization: Nokia Telecommunications.

MIGHTY ONES GET MIGHTIER:

TPS, the Finnish Champions 1992/3, are getting still stronger!

I just heard some news, according to which TPS has acquired
the next Finnish hockey superstar(??) Jere Lehtinen from Kiekko-Espoo!

There are also some rumours about Erik Kakko (Reipas) and Marko Jantunen
(KalPa) being traded to TPS. Both of this players are currently on the
Finnish olympic team. I think that Jantunen is drafted to the NHL, too.

BTW. Is Juha Yl|nen (centre, HPK) drafted by the Jets?? During last year
he has reached the top level among Finnish centres. He had very good
playoff games against TPS!

  Hannu

>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
>>>>>>>>>>>>> GO  JETS  GO ! >>>>>>>> TEEMU ! >>>>>>> TEPPO ! >>>>>>>>>>>>>
>>>>>>>>>>>>> TAPPARA >>>>>> CANADIENS >>>>>>> BLACKHAWKS >>>>>>>>>>>>>>>>>
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
 

",0
740,"From: Bhullar@BLDG_HSC_CAMPUS (Raj BHULLAR)
Subject: Re: Montreal versue Quebec
Summary: Montreal wins game 3, but not without controversy.
Keywords: Montreal wins a game to get back into the series
Nntp-Posting-Host: bhullar.oral.umanitoba.ca
Organization: Oral Biology, Univ. of Manitoba
Lines: 24

In article <1r8p64$kj6@msuinfo.cl.msu.edu> vergolin@euler.lbs.msu.edu (David Vergolini) writes:

>  Did anyone see the Montreal - Quebec game yesterday?  It was tight right down
>to the last second of the third period.  In the overtime Roy and Hextall played
>like they were gods.
>  Ok, so Montreal won!  They deserved it after getting their first goal in
>overtime waved off because the puck was hit in with a high stick.  Their second
>goal in overtime was also replayed, but I could not tell if it was the Montreal
>player who kicked it in.  The puck definitely was not directed in by a stick.
>Anyways, Montreal is back into the series.







>                                                Dave Vergolini
>                                                Michigan State University
>                                                vergolin@euler.lbs.msu.edu
The replay clearly showed that the winning goal for Montreal went off the 
skate of the Quebec defenceman who was checking Kirk Muller in front of 
Hextall.
  
",0
741,"From: nhmas@gauss.med.harvard.edu (Mark Shneyder 432-4219)
Subject: Re: ABC coverage
Organization: HMS
Lines: 12
Distribution: usa
NNTP-Posting-Host: gauss.med.harvard.edu

In article <9491@blue.cis.pitt.edu> shah@pitt.edu (Ravindra S Shah) writes:
>
>Exactly.  That is my biggest complaint about the coverage so far.
>Follow that damn puck!
>

If ESPN/ABC is going to stick with one-sided Pens-Devils series(and it
looks like they will continue with it on Thursday night), I'd rather
watch pretty women in the stands than non-action on the ice where a
slow,aging NJ team being taken out to lunch by a dynamic Pens squad.

-PPV Mark
",0
742,"From: ummak027@ccu.umanitoba.ca (Anson Sen Sau Mak)
Subject: Re: #77's?
Nntp-Posting-Host: ccu.umanitoba.ca
Organization: University of Manitoba, Winnipeg, Manitoba, Canada
Lines: 18

In article <1r23on$4p6@bigboote.WPI.EDU> ching@bigwpi.WPI.EDU (""The Logistician"") writes:
>
>I am in need of all of the players wearing #77 in the NHL.  I know now only
>of one, Ray Borque for the Bruins.  Any help would be greatly appreciated.
>
>Thanx.
>
>-- 
>------------------------THE LOGISTICIAN REIGNS SUPREME!!!----------------------
>|									      |
>|   GO BLUE!!!   GO TIGERS!!!   GO PISTONS!!!   GO LIONS!!!   GO RED WINGS!!! |
>-------------------------------ching@wpi.wpi.edu-------------------------------

Pierre Turgeon of NYI, and Paul Coffey of Detorit are both #77. 

Hope this help.

Anson
",0
743,"From: jbh55289@uxa.cso.uiuc.edu (Josh Hopkins)
Subject: Re: Russian Operation of US Space Missions.
Organization: University of Illinois at Urbana
Lines: 10

I know people hate it when someone says somethings like ""there was an article 
about that somewhere a while ago"" but I'm going to say it anyway.  I read an
article on this subject, almost certainly in Space News, and something like
six months ago.  If anyone is really interested in the subject I can probably
hunt it down given enough motivation.
-- 
Josh Hopkins                                          jbh55289@uxa.cso.uiuc.edu
          ""Tout ce qu'un homme est capable d'imaginer, d'autres hommes
            	     seront capable de le realiser""
			 -Jules Verne
",1
744,"From: dietz@cs.rochester.edu (Paul Dietz)
Subject: Commercial mining activities on the moon
Organization: University of Rochester
Lines: 38

In article <1993Apr20.152819.28186@ke4zv.uucp> gary@ke4zv.UUCP (Gary Coffman) writes:

 > be the site of major commercial activity. As far as we know it has no
 > materials we can't get cheaper right here on Earth or from asteroids
 > and comets, aside from the semi-mythic He3 that *might* be useful in low
 > grade fusion reactors.

I don't know what a ""low grade"" fusion reactor is, but the major
problem with 3He (aside from the difficulty in making any fusion
reactor work) is that its concentration in lunar regolith is just so
small -- on the order of 5 ppb or so, on average (more in some
fractions, but still very small).  Massive amounts of regolith would
have to be processed.

This thread reminds me of Wingo's claims some time ago about the moon
as a source of titanium for use on earth.  As I recall, Wingo wasn't
content with being assured that titanium (at .5% in the Earth's crust,
average) would not run out, and touted lunar mines, even though the
market price of ilmenite concentrate these days is around $.06/pound.
This prompted me to look up large potential terrestrial sources.

On the moon, titanium occurs in basalts; ""high-Ti"" basalts (Apollo 11
and 17) have 8-14% titanium dioxide (by weight).  This is nice, but...
terrestrial continental flood basalts are also typically enriched in
titanium.  They very often have 3% TiO2, frequently have 4%, and
sometimes even 5% TiO2 (again, by weight).  These flood basalts are
*enormous* -- millions of cubic kilometers, scattered all over the
world (Siberia, Brazil, the NW United States, Ethiopia, etc.).  If
even 1% of the basalts are 5% TiO2, this is trillions of tons of TiO2
at concentrations only a factor of 2-3 less than in lunar high-Ti
basalts.  It is difficult to see how the disadvantages of the moon
could be overcome by such a small increase the concentration of the
ore (never mind the richer, but less common, terrestrial ores being
mined today).

	Paul F. Dietz
	dietz@cs.rochester.edu

",1
745,"From: jbh55289@uxa.cso.uiuc.edu (Josh Hopkins)
Subject: Re: Griffin / Office of Exploration: RIP
Article-I.D.: news.C51r3o.9wK
Organization: University of Illinois at Urbana
Lines: 23

yamauchi@ces.cwru.edu (Brian Yamauchi) writes:

>Any comments on the absorbtion of the Office of Exploration into the
>Office of Space Sciences and the reassignment of Griffin to the ""Chief
>Engineer"" position?  Is this just a meaningless administrative
>shuffle, or does this bode ill for SEI?

Unfortunately, things have been boding ill (is that a legitimate conjugation?)
for a while.  While the Office of Exploration had some great ideas, they never
got much money.  I've heard good things about Griffin, but it's hard to want
him back in a job where he couldn't do anything.

>Does anyone know what his new duties will be?

The group examining the Freedom-based space station redesign proposals is 
headed by Michael Griffin, ""NASA's cheif engineer"" in the words of Space News.
I believe this is him.

-- 
Josh Hopkins                                          jbh55289@uxa.cso.uiuc.edu
          ""Tout ce qu'un homme est capable d'imaginer, d'autres hommes
            	     seront capable de la realiser""
			 -Jules Verne
",1
746,"From: tffreeba@indyvax.iupui.edu
Subject: Re: PLANETS STILL: IMAGES ORBIT BY ETHER TWIST
Lines: 3

They must be shipping that good Eau Clair acid to California now.

Tom Freebairn 
",1
747,"From: Mark@tdkt.kksys.com (MARK STEIGER)
Subject: Minnesota Shame?
Lines: 30

SH>I'm a hockey fan from way back, and maintain an interest as best I can
  >here in the hockey hinterlands (Oklahoma).  I'm hoping I can get a
  >reading from some of you about the move of the North Stars to Dallas.

SH>I've been under the impression that Minnesota was one of, or possibly,
  >THE hockey state in the U.S.  So why is the team moving to a city in
  >Texas?  Is it that the owner is a greedy, self-serving profiteer, or
  >were the Stars really not making a profit?  Or was the city or whoever
  >owned the arena doing some price gouging?

SH>As much as I'd like to see the NHL only a 3 hour drive from me, I
  >can't help but feel for the people in Minnesota, unless they truly
  >didn't support the team.

SH>Opinions, please.

I used to work for the Stars.  Minnesota supported the team to an
extent.  When I was there, we had quite afew sellouts (This was the
season after the cup run and during the finals).  Norm's main bitch was
that there wasn't enough luxury suites.  And, the ones he had were not
always full.  He wanted more boxes and wanted them full.  He was just
asking for too much from people that could go and see other hockey games
at High Schools for $5 or college for about $10 that would probably be
better.

Mark

 þ QMPro 1.01 41-6393 þ Radioactive cats are very, very HOT!

 * Origin: Origin Line Not Defined In GOEDIT (1:282/4018)
",0
748,"From: robink@hparc0.aus.hp.com (Robin Kenny)
Subject: Re: Boom!  Whoosh......
Organization: HP Australasian Response Centre (Melbourne)
X-Newsreader: TIN [version 1.1 PL8.5]
Lines: 26

David Fuzzy Wells (wdwells@nyx.cs.du.edu) wrote:

: I love the idea of an inflatable 1-mile long sign.... It will be a
: really neat thing to see it explode when a bolt  (or even better, a
: Westford Needle!) comes crashing into it at 10 clicks a sec.  

: <BOOM!>  Whooooooooshhhhhh......  <sputter, sputter>

: <okay, PRETEND it would make a sound!>
                 ^^^^^^^^^^^^^^^^^^^^^

Just a thought... (let's pretend it IS INFLATED and PRESSURIZED) wouldn't
there be a large static electricity build up around the puncture?
If the metalization is behind a clear sandwich (ie. insulated) then the 
deflating balloon would generate electrical interference - ""noise""

By the way, any serious high velocity impact would simply cut a ""Bugs
Bunny"" hole through the wall, highly unlikely to ""BOOM"", and the fabric
would almost certainly be ripstop.


Regards,  Robin Kenny - a private and personal opinion, not in any way
                        endorsed, authorised or known by my employers.
 ______________________________________________________________________
   What the heck would I know about Space? I'm stuck at the 
   bottom of this huge gravity well!
",1
749,"From: gfk39017@uxa.cso.uiuc.edu (George F. Krumins)
Subject: Re: Vandalizing the sky.
Organization: University of Illinois at Urbana
Lines: 65

nicho@vnet.IBM.COM (Greg Stewart-Nicholls) writes:

>In <C63nA8.4C1@news.cso.uiuc.edu> George F. Krumins writes:
>>I was suggesting that the minority of professional and amateur astronomers
>>have the right to a dark, uncluttered night sky.
>  Sorry, you have a _wish_ for an uncluttered night sky, but it
>isn't a right. When you get down to it, you actually have no rights
>that the majority haven't agreed to give you (and them in the process).
>It's a common misconception that being born somehow endows you with
>rights to this that and the other. Sadly this is not true.
>  Now if you want to talk about the responsibility that _should_ go with
>the power to clutter the night sky, then that's a different matter.
> -----------------------------------------------------------------
>Greg Nicholls ...         : Vidi
>nicho@vnet.ibm.com or     : Vici
>nicho@olympus.demon.co.uk : Veni

According to this reasoning there are no rights, at least none that I can think 
of....

Let's see.  Do I have a right to unpolluted air?  No, because the majority
drive cars and use goods that create air pollution in the manufacturing process.

Do I have the right to clean water?  I guess not, by the same reasoning.
I could go on with these examples for a long time....

Look at Nazi Germany.  Because of the majority, Jews, homosexuals, blacks,
and others that were different had no rights.  In fact they were terrorized, 
imprisoned, and slaughtered.  In this country did blacks have the right to be
free from slavery?  I guess not, because the majority said that slavery was 
good for them.

I think that a right has a moral imperative.  If a law, imposed by the majority,
is immoral, one should not follow it.  In fact, one should do everything in
his/her power to stop it. Of course, that doesn't mean that I would lose all
common sense to break the law, just because I thought it was immoral.  I pay
my Federal Income Tax even though I am morally opposed to the U.S. Government
taking my money and spending it on weapons of mass destruction and terrorism.
This is precisely the point I am trying to make.  We should _persude_ people 
by logic, pointing out that it is in their self-interest to let all have
equal rights in all aspects of life, including adequate housing, food, and
medical care.  I just happen to think that for a full life the aesthetic of
beauty and joy is also necessary.  That is why I consider an uncluttered
night sky a right.

Have you ever been out in the desert, away from local lights, and most people?
The sky is dark and transparent.  The Milky Way is ablaze with more detail
than you thought possible.  The beauty and wonder takes your breath away.

Now imagine you live in the worst ghetto, say in L.A. Due to light pollution
you have never seen a dark sky.  You might in fact never, not in your whole
life, ever see the majesty of the night sky.  Every where around you, you see
squalor, and through your life runs a thread of dispair. What is there to live
for?  

I admit these two scenarios are extreme examples, but I have seen both.
I, for one, need dreams and hopes, and yes, beauty, as a reason for living.
That is why I consider an uncluttered night sky a right.

George
-- 
|  George Krumins                     /^\        The Serpent and the Rainbow  | 
|  gfk39017@uxa.cso.uiuc.edu       <^^. .^^>                                  |
|  Pufferfish Observatory          <_ (o) _>                                  |
|                                     \_/                                     | 
",1
750,"From: scott@psy.uwa.oz.au (Scott Fisher)
Subject: Re: TRUE ""GLOBE"", Who makes it?
Organization: The University of Western Australia
Lines: 22
NNTP-Posting-Host: wapsy.psy.uwa.oz.au

bill@xpresso.UUCP (Bill Vance) writes:

>It has been known for quite a while that the earth is actually more pear
>shaped than globular/spherical.  Does anyone make a ""globe"" that is accurate
>as to actual shape, landmass configuration/Long/Lat lines etc.?
>Thanks in advance.

Even if they did, a globe at a scale that you could fit into your average room
or even average ""hall"" the deviations you mention would not be visually
evident. In other words a micrometer would be required to test the fact that 
the Globe was infact pear-shaped.  

Regards Scott.
_______________________________________________________________________________
Scott Fisher [scott@psy.uwa.oz.au]  PH: Aus [61] Perth (09) Local (380 3272).                
                                                             _--_|\       N
Department of Psychology                                    /      \    W + E
University of Western Australia.      Perth [32S, 116E]-->  *_.--._/      S
Nedlands, 6009.  PERTH, W.A.                                      v       

    *** ERROR 144 - REBOOT? is a registered trademark of ENSONIQ Corp ***
-------------------------------------------------------------------------------
",1
751,"From: nhmas@gauss.med.harvard.edu (Mark Shneyder 432-4219)
Subject: Re: TV Schedule for Next Week
Distribution: na
Organization: HMS
Lines: 54
NNTP-Posting-Host: gauss.med.harvard.edu

In article <Apr16.043426.69352@yuma.ACNS.ColoState.EDU> mmb@lamar.ColoState.EDU (Michael Burger) writes:
>United States TV Schedule:

>April 18   Devils/Islanders at Pittsburgh   1 EST  ABC  (to Eastern time zone)
>April 18   St. Louis at Chicago             12 CDT ABC  (to Cent/Mou time zones)
>April 18   Los Angeles at Calgary           12 PDT ABC  (to Pacific time zone)
>April 20   Devils/Islanders at Pittsburgh   7:30   ESPN
>April 22   TBA                              7:30   ESPN
>April 24   TBA                              7:30   ESPN
>

A little supplement Basic Mike's info  :

For Sundday's opener on ABC, these are the announcing crews :

Devils/Isles at Pittsburgh - Gary Thorne(play-by-play),Bill Clement(color)
and Al Morganti roaming the halls outside the dressing rooms.
This telecast will primarily seen on the East Coast.

St.Louis at Chicago - Mike Emrick(play - by play),Jim Schoendfeld(color)
and Tom Mees roaming the halls.
This telecast will primarily be seen in the Midwest and parts of the South.

LA at Calgary - Al ""Do You Believe in Mircales?"" Michaels(play by play),
John Davidson(color) and Mark Jones as a roaming reporter.
This telecast will be seen in the Western USA.

Montreal's naitive,Jon Saunders will be hosting in the studio.

ABC will do ""Up and Close and Personal"" with Mario during Saturday's
Wide World of Sports(4:30EDT).

Sunday will be the first NHL playoff or regular network telecast in 13 years...
not counting those silly All-Star games on NBC for the last few years...

For Sunday's games,ABC will use 8 mikes(2 behind on the goal),super-super-slo-mo,
close-ups of player's faces at face-offs. ESPN/ABC will not be able to
use its new favorite toy,the ice-level shot, in Pittsburgh where too many
seats would have to removed to employ it...


In case of a blowout in progress in Pittsburgh,ABC will switch to Chicago
game but will come back to the Pittsburgh game for updates or if the game
gets closer(Ha!)..

ABC expects huge ratings(by hockey standards) since all 3 Top US TV-markets
are involved - NY metro area(NY Islanders/NJ Devils),Chicago(BlackHawks),
and LA(Kings).

Stay tuned,

Thanks Mike,

-PPV Mark
",0
752,"From: dchhabra@stpl.ists.ca (Deepak Chhabra)
Subject: Re: hawks vs leafs lastnight
Nntp-Posting-Host: stpl.ists.ca
Organization: Solar Terresterial Physics Laboratory, ISTS
Distribution: na
Lines: 18

In article <1993Apr18.153820.10118@alchemy.chem.utoronto.ca> golchowy@alchemy.chem.utoronto.ca (Gerald Olchowy) writes:

>>on all replays, joe murphy's goal shouldn't have counted ! 
>>the game would have ended in 2-2 tie !

>I thought the red light went on...thus, in the review, the presumption
>would be to find conclusive evidence that the puck did not go in the
>net...from the replays I say, even from the rear, the evidence wasn't
>conclusive that the puck was in or out...in my opinion...

I was under the impression that the objective is to find conclusive
evidence that the puck _did_ cross the line.  And, the replays I saw showed 
fairly conclusively that the puck did _not_ cross the goal line at any
time anyway.  Somebody screwed up.  


dchhabra@stpl.ists.ca

",0
753,"Subject: Re: Galileo Update - 04/29/93
From: simon@otago.ac.nz (The Arch-Deviant)
Organization: University of Otago, Dunedin, New Zealand
Nntp-Posting-Host: thorin.otago.ac.nz
Lines: 11

In article <29APR199321594919@kelvin.jpl.nasa.gov>, baalke@kelvin.jpl.nasa.gov (Ron Baalke) writes:
> 2.  On April 23, a cruise science Memory Readout (MRO) was performed for the
> Magnetometer (MAG) instrument.  Analysis indicates the data was received
> properly.

Am I correct in assuming that the science instruments buffer their acquired
data in onboard RAM, which is then downloaded upon receipt of the MRO command?

Simon Brady                 You don't need a lot of fancy hardware for
University of Otago         Virtual Reality - just a walkman and an
Dunedin, New Zealand        attitude
",1
754,"From: prb@access.digex.net (Pat)
Subject: Re: HST Servicing Mission Scheduled for 11 Days
Organization: Express Access Online Communications USA
Lines: 25
NNTP-Posting-Host: access.digex.net

In article <C6BDGM.90r@zoo.toronto.edu> henry@zoo.toronto.edu (Henry Spencer) writes:
|In article <1rrgu7$9lp@access.digex.net> prb@access.digex.net (Pat) writes:
|>>No, the thing is designed to be retrievable, in a pinch.  Indeed, this
|>>dictated a rather odd design for the solar arrays, since they had to be
|>>retractable as well as extendable...
|>
|>Why not design the solar arrays to be detachable.  if the shuttle is going
|>to retunr the HST,  what bother are some arrays...
|
|They can be detached in an emergency.  But expensive hardware is not thrown
|away casually (bearing in mind that nobody knew the design was defective).
|If the deployment crew had found some nasty flaw -- the lid failing to open,
|for example -- it would have been a bit embarrassing to have to throw the
|solar arrays away to get the thing back in the payload bay.


I guess it's  kind of an aesthetics argument.

I can see the solar arrays being expensive,  and  there could be
contingencies where you would be throwing away brand new
solar cells,   but  it seems so cheap compared toa shuttle
mission, i wouldn't think they would bother.

pat

",1
755,"From: steven.kipling@freddy.ersys.edmonton.ab.ca (Steven Kipling) 
Subject: Re: Test...Please ignore
Reply-To: steven.kipling@freddy.ersys.edmonton.ab.ca (Steven Kipling) 
Distribution: world
Organization: Freddy's Place BBS - Edmonton, AB - 403-456-4241
Lines: 36

 -=> Quoting Ohandley@betsy.gsfc.nasa. to All <=-

 Oh> From: ohandley@betsy.gsfc.nasa.gov
 Oh> Newsgroups: rec.sport.hockey
 Oh> Subject: Test...Please ignore
 Oh> Message-ID: <1993Apr21.180741@betsy.gsfc.nasa.gov>
 Oh> Date: Wed, 21 Apr 1993 22:07:41 GMT
 Oh> Reply-To: ohandley@betsy.gsfc.nasa.gov

 Oh> This is a test.....Please ignore.


 Oh> =======================================================================
 Oh> ========
 Oh> =======================================================================
 Oh> ========


      OK I will ignore this message
      since it is only a test.
      wow, Montreal just scored to go up
      1 - 0 in game 4 of their series, oh sorry
      I was supposed to ignore this message wasn't I


      bye for now.


      Steve




... DONT YOU DARE READ THIS TAGLINE!!!!!!!
___ Blue Wave/QWK v2.12
                                                      
",0
756,"From: u920496@daimi.aau.dk (Hans Erik Martino Hansen)
Subject: Commercials on the Moon
Organization: DAIMI: Computer Science Department, Aarhus University, Denmark
Lines: 16

I have often thought about, if its possible to have a powerfull laser
on earth, to light at the Moon, and show lasergraphics at the surface
so clearly that you can see it with your eyes when there is a new
moon.

How about a Coca Cola logo at the moon, easy way to target billions of
people.

Do you know if its possible?


--
Erik M. Hansen    |  Email u920496@daimi.aau.dk
Fuglsangsalle 69  |  Aarhus University
DK-8210  Erhus V  |  
Denmark, Europe   | 
",1
